Subsystem,Req_ID,Description,Verification_Method,Implemented_File,Test_File,Status
GCS,GCS-011,Los intrusos SHALL mostrarse en el mapa.,testbench MapPanel — traffic overlay.,,,GAP
GCS,GCS-012,El operador SHALL poder ajustar la escala y centrar en el UAS.,testbench MapPanel — zoom. Alertas y notificaciones : GCS INTERFACE,,,PARTIAL
TEST,GCS-013,"Al transicionar a EVENT, SHALL mostrarse banner con causa.",testbench WatchdogPanel — EVENT banner.,testbench/js/panels/WatchdogPanel.js,,PASS
TEST,GCS-014,"Al transicionar a RTB, SHALL mostrarse banner naranja.",testbench WatchdogPanel — RTB banner.,testbench/js/panels/WatchdogPanel.js,,PASS
TEST,GCS-015,"Al transicionar a ABORT, SHALL mostrarse banner rojo parpadeante.",testbench WatchdogPanel — ABORT banner.,testbench/js/panels/WatchdogPanel.js,,PASS
TEST,GCS-016,"NONE=verde, FAR=amarillo, MID=naranja, NEAR=rojo.",testbench — daidalus indicator.,testbench/index.html,,PASS
TEST,GCS-017,fdir_emergency SHALL mostrarse con indicador rojo parpadeante.,testbench WatchdogPanel.,testbench/js/panels/WatchdogPanel.js,,PASS
TEST,GCS-018,La GCS SHALL mostrar display PPI con sectores rojos/verdes e intruso.,testbench RadarPanel.,testbench/js/panels/RadarPanel.js,,PASS
GCS,GCS-019,min_horizontal_dist_m y time_to_violation_s SHALL mostrarse.,testbench RadarPanel — threat metrics.,,,PARTIAL
GCS,GCS-020,El heading de recuperación SHALL marcarse en el PPI.,"testbench RadarPanel — recovery heading. Señales, watchdog y control",,,PARTIAL
TEST,GCS-021,"quality_flag, daidalus_alert_level, battery_remaining, fdir_emergency, FSM state.",testbench — signals panel.,testbench/index.html,,PASS
TEST,GCS-022,La GCS SHALL mostrar estado de cada nodo crítico.,testbench WatchdogPanel — node cards.,testbench/js/panels/WatchdogPanel.js,,PASS
TEST,GCS-023,La GCS SHALL mostrar RAM por proceso y latencias.,testbench MemoryPanel.,testbench/js/panels/MemoryPanel.js,,PASS
GCS,GCS-024,Un botón de ABORT SHALL estar siempre presente.,testbench — abort button. : GCS INTERFACE,,,PARTIAL
TEST,GCS-025,La GCS SHALL permitir publicar manualmente cualquier átomo.,testbench/js/tc_runner.js.,testbench/js/tc_runner.js,,PASS
TEST,GCS-026,"La GCS SHALL mostrar log con timestamp, tipo y descripción.",testbench — event log.,testbench/index.html,,PASS
GPP,GPP-001,El planificador SHALL usar Informed-RRT* (Gammell et al. 2014) para búsqueda de ruta en el espacio de configuración 3D.,src/gpp/gpp/rrt_star.py,src/gpp/gpp/rrt_star.py,,PASS
GPP,GPP-002,"Una vez encontrada la primera solución, el muestreo SHALL restringirse al elipsoide prolate que contiene todas las soluciones mejores que la actual.",src/gpp/gpp/rrt_star.py — _sample_informed().,src/gpp/gpp/rrt_star.py,,PARTIAL
GPP,GPP-003,"La conexión entre waypoints SHALL usar curvas Dubins (RSR, LSL, RSL, LSR, RLR, LRL) seleccionando el tipo de menor longitud.",src/gpp/gpp/dubins.py,src/gpp/gpp/dubins.py,,PASS
GPP,GPP-004,El radio mínimo de giro en Dubins SHALL leerse de VehicleModelState.turn_radius_min_m en cada planificación.,gpp_node.py — query Vehicle Model.,src/gpp/gpp/dubins.py,,PARTIAL
GPP,GPP-005,"De los 6 tipos Dubins posibles, SHALL seleccionarse el que produce la curva de menor longitud total.",src/gpp/gpp/dubins.py — all_paths() + argmin.,src/gpp/gpp/dubins.py,,PASS
GPP,GPP-006,El número máximo de iteraciones RRT* SHALL ser configurable.,config/gpp_params.yaml — max_iter.,src/gpp/config/gpp_params.yaml,,PARTIAL
GPP,GPP-007,La longitud del paso de expansión RRT* SHALL ser configurable.,config/gpp_params.yaml — step_size.,src/gpp/config/gpp_params.yaml,,PARTIAL
GPP,GPP-008,El radio de búsqueda de vecinos para rewiring SHALL ser configurable.,config/gpp_params.yaml — neighbor_radius.,src/gpp/config/gpp_params.yaml,,PARTIAL
GPP,GPP-009,Cualquier ruta que intersecte una NFZ SHALL rechazarse. Las NFZ son restricciones absolutas.,TC-NAV-004 — waypoint en NFZ rechazado.,src/gpp/gpp/rrt_star.py,src/mission_fsm/test/m7_nav2/test_nav2_interface.py,PARTIAL (ARCH-NAV)
GPP,GPP-010,"La verificación de colisión SHALL muestrear cada segmento con steps = max(24, int(length_m / 5.0)) puntos.",Fix GPP-G02 aplicado. TC-NAV-004.,src/gpp/gpp/rrt_star.py,src/mission_fsm/test/m7_nav2/test_nav2_interface.py,PARTIAL (ARCH-NAV)
GPP,GPP-011,El planificador SHALL suscribirse a /airspace/status y actualizar su lista de NFZ en cada mensaje recibido.,gpp_node.py — /airspace/status subscriber.,src/gpp/gpp/gpp_node.py,,PARTIAL
GPP,GPP-012,El planificador SHALL aplicar un margen de nfz_margin_m alrededor de cada NFZ antes de la verificación de colisión.,config/gpp_params.yaml — nfz_margin_m.,,,PARTIAL
GPP,GPP-013,La verificación de colisión SHALL considerar las altitudes alt_min_m y alt_max_m de cada NFZ. Una ruta que pasa por encima/debajo de la zona es válida.,"gpp_node.py — 3D NFZ check. Bounds del espacio de búsqueda: min(start,goal),",,,GAP
GPP,GPP-014,"Los límites del espacio de búsqueda SHALL calcularse como min(start,goal) y max(start,goal) en cada dimensión, más un margen de search_margin_m.",Fix GPP-G05 aplicado.,src/gpp/gpp/rrt_star.py,,PASS
GPP,GPP-015,Los bounds SHALL expandirse en search_margin_m en todas las dimensiones para permitir rodeos alrededor de NFZ.,config/gpp_params.yaml — search_margin_m. : GLOBAL PATH PLANNER,,,PARTIAL
GPP,GPP-016,"Si RRT* no converge, el fallback SHALL verificar que la ruta Dubins directa es libre de NFZ. Si no lo es, retornar None.",Fix GPP-G03 aplicado.,src/gpp/gpp/rrt_star.py,,PASS
GPP,GPP-017,"Si ni RRT* ni el fallback Dubins encuentran ruta libre de NFZ, SHALL retornarse None y publicarse un error explícito.",gpp_node.py — None return + /gpp/error topic.,,,PARTIAL
GPP,GPP-018,Todos los waypoints SHALL tener altitud >= terrain_agl_floor_m sobre el terreno en esa posición.,gpp_node.py — AGL floor check. Restricciones cinemáticas y altitudinales,,,GAP
GPP,GPP-018,Todos los waypoints SHALL tener altitud >= terrain_agl_floor_m sobre el terreno en esa posición.,gpp_node.py — AGL floor check.,,,GAP
GPP,GPP-019,Ningún waypoint SHALL superar la altitud máxima de espacio aéreo autorizado.,gpp_node.py — ceiling check.,,,GAP
GPP,GPP-020,"Las velocidades de crucero de la ruta SHALL estar dentro del rango [v_min, v_max] del Vehicle Model activo.",gpp_node.py — velocity bounds check. : GLOBAL PATH PLANNER,,,GAP
GPP,GPP-021,Los segmentos de ascenso SHALL tener climb_rate <= vehicle_model.climb_rate_max_mps.,gpp_node.py — climb rate check.,,,GAP
GPP,GPP-022,Los segmentos de descenso SHALL tener descent_rate <= vehicle_model.descent_rate_max_mps.,gpp_node.py — descent rate check. Rendimiento y función de coste Tiempo de planificación < 2s para rutas de hasta 10km con 5,,,GAP
GPP,GPP-023,El tiempo de planificación SHALL ser < 2s en hardware de referencia.,TC-PERF-007.,test/test_m11_performance.py,src/mission_fsm/test/m11_performance/test_performance.py,PARTIAL
GPP,GPP-024,"Para rutas cortas (hasta 2km), el tiempo SHALL ser < 500ms.",TC-PERF-007b — ruta 2km.,,src/mission_fsm/test/m11_performance/test_performance.py,GAP
GPP,GPP-025,La función de coste SHALL ser la longitud total de la ruta Dubins resultante.,src/gpp/gpp/rrt_star.py — cost = dubins_length.,src/gpp/gpp/rrt_star.py,,PASS
GPP,GPP-026,El planificador SHOULD soportar una capa de coste de densidad de población para rutas de menor riesgo sobre el suelo.,Pendiente para fase post-demo. Interfaz ROS2 : GLOBAL PATH PLANNER,,,GAP
GPP,GPP-027,El planificador SHALL aceptar start_pose y goal_pose como geometry_msgs/PoseStamped en frame NED.,gpp_node.py — service request.,,,PARTIAL
GPP,GPP-028,El nodo SHALL exponer el servicio /gpp/plan que recibe start+goal+NFZ y retorna la ruta.,gpp_node.py — /gpp/plan service.,,,GAP
GPP,GPP-029,La ruta planificada SHALL publicarse en /gpp/path como nav_msgs/Path con waypoints en NED.,gpp_node.py — /gpp/path publisher.,src/gpp/gpp/gpp_node.py,,PARTIAL
GPP,GPP-030,Cada PoseStamped en la ruta SHALL indicar en header.frame_id el tipo de waypoint: MISSION / DAA_AVOIDANCE / NFZ_AVOIDANCE / LZ_CONTINGENCY.,gpp_node.py — waypoint_type metadata.,,,GAP
GPP,GPP-031,SHALL existir el servicio /gpp/replan para replanificación dinámica ante NFZ añadidas.,gpp_node.py — /gpp/replan service.,,,GAP
GPP,GPP-032,"Si no se encuentra ruta, SHALL publicarse un mensaje de error en /gpp/error con la causa (NFZ_BLOCKING / NO_CONVERGENCE / KINEMATIC_INFEASIBLE).",gpp_node.py — /gpp/error publisher. Contingencias y LZ de emergencia : GLOBAL PATH PLANNER,,,GAP
GPP,GPP-033,El planificador SHALL cargar una lista de LZ de contingencia desde config/contingency_lz.yaml.,config/contingency_lz.yaml.,,,GAP
GPP,GPP-034,"Ante battery_critical, el planificador SHALL calcular ruta a la LZ más cercana en < 500ms.",gpp_node.py — emergency_lz_planning(). Alcanzabilidad de LZ verificada con energy_model (batería,,,GAP
GPP,GPP-035,Una LZ SHALL considerarse alcanzable solo si la energía restante es suficiente para completar la ruta más el margen de aterrizaje.,gpp_node.py — energy_feasibility_check(). Verificación,,,GAP
GPP,GPP-036,SHALL existir TCs que verifiquen que ningún punto de la ruta generada intersecta una NFZ.,TC-NAV-004 — CUBIERTO.,test/test_m7_nav2.py,src/mission_fsm/test/m7_nav2/test_nav2_interface.py,PARTIAL (ARCH-NAV)
GPP,GPP-037,SHALL existir TC que verifique que el fallback retorna None cuando la ruta directa pasa por NFZ.,TC-GPP-003 — fix GPP-G03 verificado.,test/,,PASS
GPP,GPP-038,SHALL existir TC que planifique con start en coordenadas positivas respecto a goal.,TC-GPP-002 — fix GPP-G05 verificado.,test/,,PASS
GPP,GPP-039,SHALL existir TC que mida el tiempo de planificación y falle si > 2s.,TC-PERF-007.,test/test_m11_performance.py,src/mission_fsm/test/m11_performance/test_performance.py,PARTIAL
NAV,NAV-001,navigation_bridge_node SHALL publicar NavigationState a 50 Hz con QoS RELIABLE+TRANSIENT_LOCAL.,TC-MW-001.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,src/mission_fsm/test/m8_middleware/test_ros2_middleware.py,PASS
NAV,NAV-002,El tiempo desde recepción del mensaje PX4 hasta publicación SHALL ser < 5ms.,TC-MW benchmark.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-003,"Si vehicle_odometry no llega en odom_timeout_s, quality_flag SHALL forzarse a 0.0.",TC-LOC-001.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,src/mission_fsm/test/m4_localization/test_localization_interface.py,PASS
NAV,NAV-004,El timeout SHALL ser configurable vía declare_parameter.,declare_parameter odom_timeout_s.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-005,quality_flag SHALL calcularse con tres tramos de covarianza.,TC-LOC-001/002.,navigation_bridge_node.py,src/mission_fsm/test/m4_localization/test_localization_interface.py,PASS
NAV,NAV-006,El umbral que separa quality_flag 0.7/1.0 SHALL ser configurable.,declare_parameter covariance_med.,,,GAP
NAV,NAV-007,El umbral que separa quality_flag 0.3/0.7 SHALL ser configurable.,declare_parameter covariance_high. quality_flag publicado también en /nav/quality_flag,,,GAP
NAV,NAV-008,quality_flag SHALL publicarse en topic separado para el FSM.,navigation_bridge_node.py — dual publisher.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-009,gnss_available SHALL derivarse automáticamente.,navigation_bridge_node.py.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-010,Saltos de posición entre ticks > umbral SHALL forzar quality_flag=0.0.,TC-LOC-003 — XFAIL. ARCH-1.8.,,src/mission_fsm/test/m4_localization/test_localization_interface.py,GAP (ARCH-1.8)
NAV,NAV-011,El umbral de detección de jump SHALL ser configurable.,declare_parameter pose_jump_threshold_m.,,,GAP
NAV,NAV-012,Un jump SHALL registrarse como WARNING con ambas posiciones.,navigation_bridge_node.py — pose_jump_logger. Campos de NavigationState : NAVIGATION BRIDGE,,,GAP
NAV,NAV-013,position_ned SHALL contener posición NED en metros.,navigation_bridge_node.py.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-014,velocity_ned SHALL contener velocidad NED en m/s.,navigation_bridge_node.py.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-015,Orientación como quaternion convención ROS2.,navigation_bridge_node.py.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-016,heading_rad SHALL incluirse en NavigationState.,navigation_bridge_node.py — heading_rad.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-017,Matriz 6×6 aplanada en NavigationState.,navigation_bridge_node.py.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PARTIAL
NAV,NAV-018,stamp SHALL ser el tiempo de medición del sensor.,navigation_bridge_node.py.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-019,NavigationState SHALL incluir battery_remaining_pct (0.0-1.0).,navigation_bridge_node.py — battery_status subscriber. fuel_consumed_wh: integral del consumo desde inicio de,,,GAP
NAV,NAV-020,fuel_consumed_wh SHALL acumularse desde mission_start.,navigation_bridge_node.py — energy_integrator. Interfaz PX4 y fuentes alternativas,,,GAP
NAV,NAV-021,El nodo SHALL suscribirse al topic PX4 vía uXRCE-DDS.,navigation_bridge_node.py.,src/navigation_bridge/navigation_bridge/navigation_bridge_node.py,,PASS
NAV,NAV-022,El nodo SHALL suscribirse para extraer num_satellites y hdop.,navigation_bridge_node.py — gps_position subscriber.,,,GAP
NAV,NAV-023,El nodo SHALL suscribirse a /fmu/out/battery_status.,navigation_bridge_node.py — battery_status.,,,GAP
NAV,NAV-024,odom_source=FAST_LIO2 SHALL poder seleccionarse por parámetro.,declare_parameter odom_source. Ciclo de vida : NAVIGATION BRIDGE,,,PARTIAL
NAV,NAV-025,El primer mensaje SHALL publicarse en < 2s.,TC-MW-001.,test/test_m8_middleware.py,src/mission_fsm/test/m8_middleware/test_ros2_middleware.py,PASS
NAV,NAV-026,"Desde el arranque hasta la primera odometría, quality_flag SHALL ser 0.0.",navigation_bridge_node.py — initial_state.,,,GAP
REPL,REPL-001,El replanner SHALL activarse al recibir daidalus_alert_level >= 2.,local_replanner_node.py — daa_trigger.,,,GAP
REPL,REPL-002,El replanner SHALL activarse al recibir violation_imminent=True.,local_replanner_node.py — geofence_trigger.,,,GAP
REPL,REPL-003,El replanner SHALL activarse cuando un sensor detecte un obstáculo no en el mapa NFZ.,local_replanner_node.py — obstacle_trigger.,,,GAP
REPL,REPL-004,El replanner SHALL activarse por comando del operador.,local_replanner_node.py — operator_cmd.,,,GAP
REPL,REPL-005,"Si el trigger deja de ser activo antes de publicar la ruta, SHALL cancelarse.",local_replanner_node.py — trigger_cancel. Algoritmo RRT* local y coste DAA,,,GAP
REPL,REPL-006,El algoritmo SHALL limitarse a una ventana espacial.,local_replanner — spatial window.,,,GAP
REPL,REPL-007,La ventana SHALL ser configurable.,declare_parameter replan_window_m. : LOCAL REPLANNER,,,GAP
REPL,REPL-008,El número máximo de iteraciones SHALL ser configurable.,declare_parameter max_iter_local. Función de coste: longitud + penalización por bandas,,,GAP
REPL,REPL-009,La función de coste SHALL incluir término de bandas DAA.,local_replanner — daa_cost_term.,,,GAP
REPL,REPL-010,El peso del término DAA SHALL ser configurable.,declare_parameter daa_cost_weight. Seguridad y verificación,,,GAP
REPL,REPL-011,Ninguna ruta SHALL publicarse si intersecta una NFZ.,local_replanner — PolyCARP check.,,,GAP
REPL,REPL-012,Cada waypoint de la ruta SHALL verificarse con is_feasible().,local_replanner — is_feasible.,,,GAP
REPL,REPL-013,"Si RRT* no converge, SHALL publicarse status=FAILED.","local_replanner — failure_handler. Publicación, rendimiento e integración : LOCAL REPLANNER",,,GAP
REPL,REPL-014,La ruta SHALL publicarse en /local_replanner/path.,local_replanner_node.py — publisher. Estado en /local_replanner/status:,,,GAP
REPL,REPL-015,El estado SHALL publicarse para coordinación con trajectory_gen.,local_replanner_node.py — status publisher.,,,GAP
REPL,REPL-016,La ruta SHALL calcularse y publicarse en < 500ms.,local_replanner — benchmark.,,,GAP
REPL,REPL-017,Si excede replan_timeout_s SHALL publicarse FAILED.,local_replanner — timeout guard. Prioridad de /local_replanner/path sobre /gpp/path en,,,GAP
REPL,REPL-018,"Mientras status=ACTIVE, trajectory_gen SHALL usar la ruta del replanner.",trajectory_gen_node.py — route_source. Continuidad y logging Continuidad: retomar ruta GPP desde waypoint de mayor,,,GAP
REPL,REPL-019,Al completar la maniobra SHALL calcularse retorno al waypoint más avanzado alcanzable.,"TC-E2E-006. : LOCAL REPLANNER Log de cada activación: trigger_type, calc_time_ms,",,,PARTIAL
REPL,REPL-020,Cada activación SHALL registrarse.,local_replanner_node.py — activation_logger.,,,GAP
TEST,TEST-001,El testbench SHALL conectarse al stack real. No SHALL usar mocks en modo integración.,testbench/js/ros_bridge.js.,testbench/js/ros_bridge.js,,PASS
TEST,TEST-002,ros_bridge.js SHALL intentar reconexión automática cada 2s.,ros_bridge.js — auto-reconnect.,testbench/js/ros_bridge.js,,PASS
TEST,TEST-003,La UI SHALL mostrar CONNECTED o DISCONNECTED.,testbench/index.html — connection indicator.,testbench/index.html,,PASS
TEST,TEST-004,launch.sh SHALL arrancar rosbridge + mission_fsm_node automáticamente.,testbench/launch.sh — en depuración.,testbench/launch.sh,,PARTIAL
TEST,TEST-005,El fix de COLCON_TRACE SHALL estar en launch.sh.,testbench/launch.sh.,testbench/launch.sh,,PARTIAL
TEST,TEST-006,SHALL existir testbench.desktop.,testbench/testbench.desktop.,testbench/testbench.desktop,,PASS
TEST,TEST-007,ram_monitor.py SHALL exponer JSON de RAM en :9091.,testbench/ram_monitor.py.,testbench/ram_monitor.py,,PASS
TEST,TEST-008,Al seleccionar un TC SHALL montarse el panel apropiado según TC_PANEL_MAP.,testbench/js/app.js — TC_PANEL_MAP.,testbench/js/app.js,,PASS
TEST,TEST-009,TC_PANEL_MAP SHALL tener entrada para cada TC.,testbench/js/app.js.,testbench/js/app.js,,PASS
TEST,TEST-010,Al completar un TC SHALL mostrarse overlay con evidencia exacta.,testbench/js/tc_runner.js — BasePanel.onTCEnd().,testbench/js/tc_runner.js,,PASS
TEST,TEST-011,M1 SHALL usar FsmGraphPanel.,TC_PANEL_MAP — M1 → FsmGraphPanel.,testbench/js/panels/FsmGraphPanel.js,,PASS
TEST,TEST-012,M5 SHALL usar RadarPanel con PPI y bandas 360°.,TC_PANEL_MAP — M5 → RadarPanel.,testbench/js/panels/RadarPanel.js,,PASS
TEST,TEST-013,M6 SHALL usar WatchdogPanel con tarjetas ALIVE/DEAD.,TC_PANEL_MAP — M6 → WatchdogPanel.,testbench/js/panels/WatchdogPanel.js,,PASS
TEST,TEST-014,Los TCs de latencia SHALL usar LatencyPanel.,TC_PANEL_MAP — M8/M11 → LatencyPanel.,testbench/js/panels/LatencyPanel.js,,PASS
TEST,TEST-015,TC-E2E-007 SHALL usar MemoryPanel con gráfico durante 5 misiones.,testbench MemoryPanel + ram_monitor.py.,testbench/js/panels/MemoryPanel.js,,PASS
TEST,TEST-016,M7 y TCs de geofence SHALL usar MapPanel.,TC_PANEL_MAP — M7 → MapPanel.,testbench/js/panels/MapPanel.js,,PASS
TEST,TEST-017,M9 y M10 SHALL usar E2EPanel con timeline de estados.,TC_PANEL_MAP — M9/M10 → E2EPanel.,testbench/js/panels/E2EPanel.js,,PASS
TEST,TEST-018,El plan SIL V&V; SHALL cubrir M1-M11 con ≥ 148 TCs.,"148 TCs. 140 passed, 38 XFAIL, 0 failed.",src/mission_fsm/test/,,PASS
TEST,TEST-019,M1 SHALL cubrir cada transición individual.,TC-FSM-001..022.,test/test_m1_fsm_transitions.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
TEST,TEST-020,M2 SHALL intentar verificar cada timeout.,TC-TO-001..010.,test/test_m2_fsm_timeouts.py,src/mission_fsm/test/m2_fsm_timeouts/test_fsm_timeouts.py,PASS
TEST,TEST-021,El módulo fsm.py SHALL alcanzar 100% de branch coverage.,"113 stmts, 60 branches, 0 miss = 100%.",src/mission_fsm/mission_fsm/fsm.py,,PASS
TEST,TEST-022,Todos los tests SIL SHALL ser deterministas.,TC-E2E-010. CUBIERTO.,test/test_m9_e2e.py,,PASS
TEST,TEST-023,El comando colcon test SHALL retornar 0 sin failures.,"140 passed, 38 xfailed, 0 failed → 0.",src/mission_fsm/test/,,PASS
TEST,TEST-024,Cada XFAIL SHALL referenciar el gap arquitectural.,XFAIL_INDEX.md.,src/mission_fsm/docs/vnv/XFAIL_INDEX.md,,PASS
TEST,TEST-025,SHALL existir matriz de trazabilidad SR→TC.,docs/vnv/VV_MATRIX.md.,src/mission_fsm/docs/vnv/VV_MATRIX.md,,PASS
TEST,TEST-026,SHALL existir XFAIL_INDEX.md con cada ARCH-X.X.,XFAIL_INDEX.md.,src/mission_fsm/docs/vnv/XFAIL_INDEX.md,,PASS
TEST,TEST-027,SHALL existir workflow CI que ejecute colcon test.,.github/workflows/ci.yml — pendiente.,.github/workflows/,,GAP
TEST,TEST-028,El README SHALL mostrar el badge del workflow CI.,README.md — badge pendiente.,,,GAP
TEST,TEST-029,SHALL existir simulator/index.html que demuestre FSM/DAA/GPP sin ROS2.,simulator/index.html.,simulator/index.html,,PASS
TEST,TEST-030,El simulador SHALL incluir los 5 botones de escenario.,simulator/index.html — 5 buttons.,simulator/index.html,,PASS
TEST,TEST-031,"El simulador SHALL mostrar NFZ, trail y estado FSM.",simulator/index.html.,simulator/index.html,,PASS
TEST,TEST-032,"El criterio formal SHALL ser: 0 failures, XFAIL ≤ 15 todos con ARCH-X.X, coverage 100%.",Estado actual: 38 XFAIL (excede límite). Objetivo antes de HIL.,,,PARTIAL
TRAJ,TRAJ-001,"El generador SHALL convertir nav_msgs/Path en trayectoria 3D con posición, velocidad y aceleración.",trajectory_gen_node.py,src/trajectory_gen/,,GAP
TRAJ,TRAJ-002,Cada segmento SHALL generarse con la curva Dubins más corta.,trajectory_gen_node.py — dubins_segment().,,,GAP
TRAJ,TRAJ-003,En modo NOMINAL SHALL usarse velocidad de crucero y jerk suave.,trajectory_gen_node.py — NOMINAL mode.,,,GAP
TRAJ,TRAJ-004,En modo ALERT SHALL usarse v_max y mayor jerk.,trajectory_gen_node.py — ALERT mode. Transición automática a ALERT cuando,,,GAP
TRAJ,TRAJ-005,Al recibir ACTIVE del replanner SHALL activarse modo ALERT.,trajectory_gen_node.py — mode_switch.,,,GAP
TRAJ,TRAJ-006,Al recibir IDLE SHALL volver a modo NOMINAL.,trajectory_gen_node.py — mode_switch. Límites cinemáticos y publicación : TRAJECTORY GENERATOR,,,GAP
TRAJ,TRAJ-007,Cada setpoint SHALL respetar el rango de velocidades del Vehicle Model.,trajectory_gen_node.py — velocity bounds.,,,GAP
TRAJ,TRAJ-008,Las tasas verticales SHALL respetar los límites del Vehicle Model.,trajectory_gen_node.py — vertical rate bounds.,,,GAP
TRAJ,TRAJ-009,Los setpoints SHALL publicarse a ≥ 50 Hz con RELIABLE.,trajectory_gen_node.py — 50 Hz timer. Fuente de ruta: /local_replanner/path tiene prioridad sobre,,,GAP
TRAJ,TRAJ-010,"Cuando replanner ACTIVE, SHALL usarse /local_replanner/path.",trajectory_gen_node.py — source_selector. Lógica de waypoints,,,GAP
TRAJ,TRAJ-011,Los waypoints SHALL seguirse en el orden de la ruta.,trajectory_gen_node.py — sequential_logic. Waypoint alcanzado cuando distancia < waypoint_radius_m,,,GAP
TRAJ,TRAJ-012,El criterio de alcance SHALL ser distancia < umbral.,trajectory_gen_node.py — waypoint_completion.,,,GAP
TRAJ,TRAJ-013,El radio SHALL ser configurable por tipo de waypoint.,trajectory_gen_node.py — waypoint_radius_by_type. : TRAJECTORY GENERATOR,,,GAP
TRAJ,TRAJ-014,La velocidad SHALL reducirse suavemente al acercarse al waypoint.,trajectory_gen_node.py — velocity_profiling. Telemetría e integración con FSM,,,GAP
TRAJ,TRAJ-015,"SHALL publicarse waypoint_index, distancia al siguiente y % de misión.",trajectory_gen_node.py — progress_publisher. mission_complete en /fsm/in/mission_complete al alcanzar,,,GAP
TRAJ,TRAJ-016,SHALL publicarse mission_complete=True al finalizar.,trajectory_gen_node.py.,,,GAP
TRAJ,TRAJ-017,SHALL publicarse True cuando UAS esté en el punto de despegue.,trajectory_gen_node.py.,,,GAP
TRAJ,TRAJ-018,SHALL publicarse True cuando se alcance la altitud de crucero estabilizada.,trajectory_gen_node.py.,,,GAP
TRAJ,TRAJ-019,SHALL publicarse True cuando UAS esté sobre el home point en RTB.,trajectory_gen_node.py.,,,GAP
TRAJ,TRAJ-020,SHALL publicarse True si los criterios de estabilización de aproximación no se cumplen.,trajectory_gen_node.py.,,,GAP
VM,VM-001,VehicleModelState SHALL incluir v_min_ms en m/s calculado para la masa actual.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-002,VehicleModelState SHALL incluir v_max_ms (Velocity Never Exceed).,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-003,VehicleModelState SHALL incluir v_cruise_ms.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-004,VehicleModelState SHALL incluir turn_radius_min_m.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-005,VehicleModelState SHALL incluir turn_rate_max_degs.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-006,VehicleModelState SHALL incluir climb_rate_max_mps.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-007,VehicleModelState SHALL incluir descent_rate_max_mps.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-008,VehicleModelState SHALL incluir max_bank_angle_deg.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-009,VehicleModelState SHALL incluir glide_ratio.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-010,current_weight_kg SHALL actualizarse en tiempo real.,VehicleModelState.msg,src/flightmind_msgs/msg/VehicleModelState.msg,,PARTIAL
VM,VM-011,VehicleModelState SHALL incluir max_payload_kg.,VehicleModelState.msg,,,PARTIAL
VM,VM-012,SHALL incluirse la capacidad total de energía.,VehicleModelState.msg : VEHICLE MODEL,,,GAP
VM,VM-013,VehicleModelState SHALL incluir el modelo de consumo por fase.,VehicleModelState.msg Configuración y validación,,,GAP
VM,VM-014,Los parámetros SHALL cargarse desde YAML seleccionable en launch.,launch arg vehicle_type.,src/vehicle_model/config/,,PARTIAL
VM,VM-015,El nodo SHALL verificar la consistencia de parámetros.,"vehicle_model_node.py — _validate_params(). Publicación de VehicleModelState a 10 Hz, QoS",,,GAP
VM,VM-016,VehicleModelState SHALL publicarse a 10 Hz.,"vehicle_model_node.py — publisher. Interfaz is_feasible Servicio /vehicle_model/is_feasible: {turn_rate, climb_rate,",,,GAP
VM,VM-017,SHALL existir servicio is_feasible.,vehicle_model_node.py — is_feasible service.,,,GAP
